travel_type,inflight_wifi_serv,online_boarding,online_booking_conv,inflight_ent,customer_type,food_and_drink,cleanliness,seat_comfort,flight_distance,arr_delay_in_mins
0,0.4,0.4,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.0788124156545209,1.0
0,0.2,0.4,0.4,0.8,1,0.8,0.8,0.8,0.0968960863697705,0.2272727272727273
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0742240215924426,0.2954545454545454
1,0.6000000000000001,0.8,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1120107962213225,1.0
1,0.8,0.6000000000000001,0.8,1.0,0,0.4,0.4,0.6000000000000001,0.0526315789473684,0.0
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.2520917678812416,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,1.0,0.1519568151147098,0.0
0,0.8,0.8,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1122807017543859,0.2727272727272727
1,0.8,1.0,1.0,0.2,0,0.2,0.2,0.2,0.5651821862348178,1.0
0,0.2,0.2,0.2,1.0,1,1.0,1.0,0.4,0.2256410256410256,0.0
1,1.0,1.0,1.0,1.0,0,1.0,1.0,0.6000000000000001,0.3433198380566801,0.0
1,1.0,1.0,1.0,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.3109311740890688,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.0817813765182186,0.1818181818181818
1,0.6000000000000001,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2574898785425101,1.0
1,0.8,0.8,0.8,0.8,0,0.4,0.6000000000000001,1.0,0.1433198380566801,0.0454545454545454
1,1.0,1.0,1.0,0.8,0,0.8,0.8,0.8,0.4974358974358974,0.0454545454545454
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.1551956815114709,0.25
0,0.6000000000000001,0.8,0.8,0.4,1,0.4,0.4,0.4,0.0191632928475033,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.2,0.1775978407557354,0.0
0,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0456140350877192,1.0
1,0.6000000000000001,0.4,0.6000000000000001,0.4,0,0.2,0.8,0.6000000000000001,0.1562753036437247,0.0
1,0.2,0.8,0.2,0.6000000000000001,0,1.0,1.0,1.0,0.1122807017543859,0.1136363636363636
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,1.0,0.100944669365722,0.1590909090909091
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,1.0,0.3063427800269905,0.5681818181818182
0,1.0,1.0,0.8,1.0,0,1.0,1.0,1.0,0.5195681511470984,0.0
0,1.0,1.0,0.4,1.0,0,1.0,1.0,1.0,0.1309041835357624,0.6590909090909091
0,0.4,0.4,0.2,0.8,1,0.8,0.8,0.8,0.1956815114709851,0.6818181818181819
1,0.2,1.0,0.2,1.0,0,0.8,1.0,0.4,0.1219973009446693,0.0
0,0.4,0.4,0.4,0.4,1,0.4,0.4,0.4,0.2844804318488529,0.2272727272727273
0,0.8,0.6000000000000001,0.6000000000000001,0.8,0,1.0,1.0,0.8,0.2680161943319838,0.0
0,0.4,0.4,0.2,0.4,0,0.4,0.4,0.4,0.1568151147098515,0.0
1,0.4,0.4,0.4,0.8,0,0.8,0.8,0.8,0.0604588394062078,0.0
1,0.8,1.0,0.8,0.2,0,0.4,1.0,0.8,0.1748987854251012,0.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.1012145748987854,0.0
0,0.4,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.0647773279352226,0.0
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.1001349527665317,0.0
0,0.8,0.8,0.4,0.8,0,0.8,0.8,0.8,0.5311740890688259,0.4318181818181818
0,0.8,0.8,0.8,0.8,1,0.8,0.8,0.8,0.0879892037786774,0.0454545454545454
1,0.2,0.6000000000000001,0.4,0.6000000000000001,0,0.6000000000000001,0.4,0.8,0.2669365721997301,0.0
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.134412955465587,0.0
0,0.2,0.2,0.2,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4059379217273954,0.3636363636363636
1,0.4,0.4,0.4,0.4,0,0.2,0.4,0.4,0.2040485829959514,1.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.2661268556005398,0.0
0,0.4,0.4,0.4,0.2,1,0.2,0.2,0.2,0.3587044534412955,0.0
0,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2650472334682861,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.0491228070175438,0.0
1,0.8,0.6000000000000001,0.0,1.0,0,0.4,0.8,0.6000000000000001,0.024021592442645,0.0
1,0.6000000000000001,0.8,0.6000000000000001,0.2,0,0.8,0.6000000000000001,0.8,0.0423751686909581,0.0
1,0.8,0.8,0.8,0.2,0,0.2,0.2,0.2,0.0809716599190283,0.0
0,0.6000000000000001,1.0,0.4,0.6000000000000001,0,1.0,1.0,1.0,0.2234817813765182,0.0
0,0.6000000000000001,0.6000000000000001,0.8,0.8,0,0.8,0.8,0.8,0.048582995951417,0.0
0,0.2,0.2,0.2,0.8,1,0.8,0.8,0.8,0.1775978407557354,0.4090909090909091
0,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.072604588394062,0.6818181818181819
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.1157894736842105,0.0
1,0.8,0.8,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,1.0,0.065047233468286,0.0
1,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0191632928475033,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1,0.4,0.4,0.4,0.17165991902834,0.0
0,0.8,0.6000000000000001,0.6000000000000001,0.8,0,0.2,0.2,0.6000000000000001,0.3163292847503374,0.0
1,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0,0.4,0.8,1.0,0.196221322537112,0.0681818181818181
1,0.6000000000000001,1.0,0.6000000000000001,0.2,0,0.6000000000000001,1.0,0.8,0.2380566801619433,0.2954545454545454
0,0.4,0.4,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.3219973009446694,0.0454545454545454
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.528744939271255,0.0
0,0.4,0.4,0.4,0.4,1,0.4,0.4,0.8,0.0623481781376518,0.0
0,1.0,1.0,1.0,0.4,1,0.4,0.4,0.4,0.0825910931174088,0.1818181818181818
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.2210526315789473,0.0
0,0.4,0.4,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.0245614035087719,0.0
1,0.8,0.8,0.8,1.0,0,1.0,1.0,0.8,0.2364372469635627,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.0342780026990553,0.0
0,0.8,0.8,0.8,0.2,1,0.2,0.2,0.2,0.1147098515519568,0.0
1,0.2,0.4,0.2,0.6000000000000001,0,0.2,0.4,0.4,0.0715249662618083,1.0
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.8,0.6596491228070175,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.089608636977058,0.0
1,0.4,0.6000000000000001,0.4,0.6000000000000001,0,0.4,0.6000000000000001,0.6000000000000001,0.1265856950067476,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.027800269905533,1.0
0,0.8,0.8,0.8,0.2,1,0.2,0.2,0.2,0.2755735492577598,0.0
1,1.0,0.0,0.0,0.8,0,0.8,0.8,0.8,0.0313090418353576,0.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.1082321187584345,0.0
0,0.2,0.2,0.4,0.2,0,0.2,0.2,0.4,0.0923076923076923,0.2045454545454545
1,0.2,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,1.0,0.3287449392712551,0.0
0,0.4,0.4,0.4,0.4,0,0.2,0.4,0.6000000000000001,0.2153846153846153,1.0
0,0.2,0.2,0.2,0.2,0,0.2,0.2,0.8,0.1651821862348178,0.1363636363636363
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.2539811066126856,0.0
0,0.8,0.8,0.8,1.0,1,1.0,1.0,1.0,0.1147098515519568,1.0
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0237516869095816,0.0
0,0.4,0.4,0.4,0.4,1,0.4,0.4,0.4,0.1738191632928475,0.0
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.2,0.4631578947368421,0.0
0,1.0,1.0,0.4,1.0,0,1.0,1.0,1.0,0.1354925775978407,1.0
1,0.8,0.8,0.8,0.4,0,0.4,0.4,0.4,0.0736842105263158,0.0
1,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.8,0.1392712550607287,0.0
0,0.2,0.2,0.2,0.4,1,0.4,0.4,1.0,0.0731443994601889,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.022132253711201,0.1136363636363636
1,0.4,0.6000000000000001,0.4,0.2,0,0.4,0.8,0.2,0.2669365721997301,0.0454545454545454
1,0.4,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.2,0.2426450742240215,0.5
1,0.6000000000000001,1.0,0.6000000000000001,0.2,0,0.6000000000000001,1.0,1.0,0.0825910931174088,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.2110661268556005,0.0
1,0.8,0.8,0.8,1.0,0,1.0,1.0,1.0,0.0337381916329284,0.1590909090909091
0,0.2,0.2,0.2,1.0,1,1.0,1.0,1.0,0.1033738191632928,0.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.1341430499325236,0.4318181818181818
1,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.4,0.4,0.6394062078272604,0.0
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1179487179487179,0.0
0,1.0,1.0,0.8,1.0,0,1.0,1.0,1.0,0.0747638326585695,0.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.0731443994601889,0.0
0,0.6000000000000001,0.8,1.0,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.173549257759784,0.1590909090909091
1,0.8,0.8,0.8,1.0,0,1.0,1.0,1.0,0.1392712550607287,0.0
1,0.6000000000000001,1.0,0.6000000000000001,1.0,0,1.0,1.0,0.8,0.4701754385964912,0.2954545454545454
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.0693657219973009,0.1363636363636363
0,0.4,0.4,0.4,0.4,1,0.4,0.4,0.4,0.2647773279352227,0.2954545454545454
0,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.8,0.6000000000000001,0.6000000000000001,0.6391363022941969,0.4318181818181818
1,0.8,0.2,0.8,1.0,0,0.8,0.2,0.2,0.2480431848852901,0.0
1,0.8,0.8,0.8,0.8,0,0.8,0.8,0.4,0.3835357624831309,0.0454545454545454
1,0.4,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.8,0.1055330634278002,0.0
1,0.4,0.6000000000000001,0.4,0.4,0,1.0,0.2,0.8,0.0558704453441295,0.2272727272727273
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.0882591093117408,0.0
0,0.2,0.2,0.2,1.0,1,1.0,1.0,0.2,0.027800269905533,0.6590909090909091
1,0.2,0.4,0.2,0.6000000000000001,0,0.2,0.4,0.4,0.7152496626180836,0.0
0,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.1508771929824561,0.0
0,0.4,0.4,0.4,1.0,1,1.0,1.0,1.0,0.2275303643724696,0.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.3141700404858299,0.0
0,0.8,0.4,0.4,0.8,0,0.4,0.2,1.0,0.0210526315789473,0.0227272727272727
0,0.8,0.8,0.2,0.8,0,0.8,0.8,0.8,0.0993252361673414,0.0
0,0.4,0.4,0.4,1.0,1,1.0,1.0,1.0,0.0769230769230769,0.0
0,0.0,0.0,0.0,1.0,0,1.0,1.0,0.8,0.2904183535762483,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.0645074224021592,0.1590909090909091
0,0.8,0.8,0.8,0.4,1,0.4,0.4,0.4,0.0172739541160593,0.0
1,0.8,0.8,0.8,0.8,1,0.8,0.8,0.6000000000000001,0.0609986504723346,0.0
1,0.8,0.8,0.8,0.2,0,0.2,0.2,0.2,0.1627530364372469,0.0909090909090909
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.0747638326585695,0.0
1,0.8,0.8,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2941970310391363,0.0
1,0.2,0.0,0.0,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0537112010796221,0.0
1,0.2,0.2,0.2,1.0,0,1.0,1.0,0.2,0.6653171390013495,0.0
0,0.8,0.8,0.8,0.4,1,0.4,0.4,0.6000000000000001,0.0647773279352226,0.0681818181818181
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.1012145748987854,0.0
0,0.6000000000000001,0.8,0.8,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.4,0.2898785425101214,0.3636363636363636
1,0.0,0.0,0.0,0.4,0,0.4,0.4,0.4,0.69527665317139,0.0
1,0.8,0.6000000000000001,0.8,0.2,0,0.4,1.0,1.0,0.3975708502024291,0.0
0,0.4,0.4,1.0,0.4,0,0.4,0.4,0.4,0.2218623481781376,0.0
1,0.8,0.8,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0904183535762483,0.3409090909090909
0,1.0,0.6000000000000001,0.8,1.0,0,1.0,0.6000000000000001,1.0,0.1435897435897435,0.0
1,0.2,0.4,0.4,1.0,0,1.0,1.0,1.0,0.1894736842105263,0.2272727272727273
0,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.0593792172739541,0.7272727272727273
1,0.2,0.4,0.4,0.4,0,1.0,0.4,0.4,0.194331983805668,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.2742240215924426,0.0454545454545454
0,0.4,0.6000000000000001,0.4,0.4,0,0.8,0.8,0.6000000000000001,0.0736842105263158,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.3141700404858299,0.0
0,0.2,0.2,0.2,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0456140350877192,0.0
1,0.6000000000000001,0.8,0.6000000000000001,1.0,0,0.8,1.0,0.8,0.3549257759784076,0.0
0,0.8,0.2,0.2,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0375168690958164,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1,0.8,0.8,0.8,0.1452091767881241,0.0
0,1.0,1.0,1.0,0.8,1,0.8,0.8,0.8,0.0736842105263158,0.0
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.2,0.186774628879892,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.0404858299595141,1.0
1,0.6000000000000001,1.0,0.6000000000000001,0.2,0,0.8,0.8,0.8,0.1543859649122806,1.0
1,0.8,0.8,0.8,0.8,0,0.8,0.8,0.8,0.0793522267206477,0.1363636363636363
0,0.6000000000000001,0.6000000000000001,0.4,0.8,1,0.8,0.8,0.8,0.4742240215924426,0.4545454545454546
0,0.2,0.8,0.4,0.2,0,1.0,0.2,0.8,0.0825910931174088,0.0
0,0.8,0.8,0.8,0.8,0,0.4,0.2,0.6000000000000001,0.1967611336032388,0.0909090909090909
0,0.4,0.4,0.4,0.4,1,0.4,0.4,0.4,0.1006747638326585,0.0
0,0.8,0.8,0.8,0.8,1,0.8,0.8,0.6000000000000001,0.179217273954116,0.0
1,0.0,0.0,0.0,0.4,0,0.4,0.4,0.6000000000000001,0.0893387314439946,0.0
1,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2415654520917678,0.25
1,0.8,0.4,0.8,0.8,0,0.4,0.4,0.8,0.1533063427800269,0.4318181818181818
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.2639676113360324,0.0
0,0.4,0.8,0.4,0.2,0,0.4,0.6000000000000001,0.6000000000000001,0.2941970310391363,0.1590909090909091
0,0.4,0.4,0.4,0.4,0,0.4,0.6000000000000001,0.6000000000000001,0.0593792172739541,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.8,0.2950067476383265,0.0
0,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.7214574898785424,0.1590909090909091
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.1506072874493927,0.0681818181818181
0,0.8,1.0,1.0,0.8,0,0.2,0.2,0.6000000000000001,0.2253711201079622,1.0
0,0.8,0.8,0.4,0.8,0,0.8,0.8,0.8,0.2242914979757085,0.0
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1524966261808367,0.0
0,0.4,0.4,0.4,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1973009446693657,0.0
0,0.4,0.2,0.2,1.0,1,1.0,1.0,1.0,0.3360323886639676,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1,0.8,0.8,0.8,0.2215924426450742,0.0
0,0.4,0.4,0.6000000000000001,0.6000000000000001,0,0.4,0.4,0.4,0.2442645074224021,1.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.042914979757085,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.2,0.4766531713900135,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.0097165991902834,0.3181818181818182
1,0.6000000000000001,0.4,0.6000000000000001,0.8,0,0.6000000000000001,0.4,0.4,0.0847503373819163,1.0
0,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2556005398110661,0.0
1,0.6000000000000001,0.8,0.6000000000000001,0.2,0,1.0,1.0,0.6000000000000001,0.0550607287449392,1.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0855600539811066,0.6136363636363636
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.4,0.8,0.6000000000000001,0.2021592442645074,1.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2399460188933873,1.0
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.8,0.0412955465587044,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.2677462887989204,0.0
1,0.2,0.2,0.2,1.0,0,1.0,1.0,1.0,0.119298245614035,0.2727272727272727
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.4304993252361673,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.2669365721997301,0.1818181818181818
0,1.0,1.0,0.2,1.0,0,1.0,1.0,1.0,0.2072874493927125,0.5909090909090909
0,0.8,1.0,0.8,0.8,0,0.6000000000000001,0.2,1.0,0.0237516869095816,0.0
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.0582995951417004,0.0
1,0.2,0.4,0.4,0.8,0,0.8,0.8,0.8,0.1929824561403508,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0553306342780027,0.0
1,0.2,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.4,0.1390013495276653,0.1136363636363636
0,0.4,0.4,0.4,1.0,1,1.0,1.0,1.0,0.1063427800269905,0.0454545454545454
1,0.2,0.0,0.0,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.8,0.0364372469635627,0.0
1,0.6000000000000001,0.8,0.8,0.6000000000000001,0,1.0,0.8,0.6000000000000001,0.5902834008097165,0.0
1,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0,0.4,0.8,1.0,0.1012145748987854,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.4,0.6000000000000001,0.4121457489878543,0.0
0,1.0,1.0,0.2,1.0,0,1.0,1.0,1.0,0.4974358974358974,0.0
1,0.8,0.6000000000000001,0.6000000000000001,1.0,0,0.6000000000000001,0.8,0.8,0.326855600539811,0.7272727272727273
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.2766531713900135,0.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.1058029689608636,0.0454545454545454
1,0.2,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.3638326585695007,0.0
0,0.2,0.2,0.2,1.0,1,1.0,1.0,1.0,0.2072874493927125,0.1136363636363636
0,0.4,0.4,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.6091767881241564,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.08582995951417,0.0454545454545454
0,1.0,0.4,0.4,1.0,0,0.8,0.2,1.0,0.2434547908232118,0.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.1039136302294196,1.0
0,0.2,0.2,0.0,0.2,0,0.2,0.2,0.2,0.1284750337381916,0.0
1,1.0,0.4,0.4,0.4,0,0.4,0.4,0.4,0.0982456140350877,0.0909090909090909
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2591093117408907,0.3863636363636363
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6445344129554655,0.0
0,0.2,0.0,0.0,0.4,1,0.4,0.4,0.4,0.2520917678812416,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.2062078272604588,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.3198380566801619,0.0
1,0.6000000000000001,0.8,0.6000000000000001,1.0,0,1.0,0.8,0.8,0.1973009446693657,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.4898785425101215,0.25
0,0.8,1.0,0.2,0.8,0,1.0,0.6000000000000001,0.2,0.0960863697705803,0.0909090909090909
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.126855600539811,0.0
0,1.0,1.0,1.0,0.4,1,0.4,0.4,0.4,0.1039136302294196,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.4623481781376518,0.0
0,0.8,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.042914979757085,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.091497975708502,1.0
1,0.2,0.2,0.2,1.0,0,1.0,1.0,1.0,0.091497975708502,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.2,0.3157894736842105,1.0
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.8,0.0553306342780027,1.0
0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0634278002699055,0.0
0,1.0,0.4,0.4,1.0,0,0.8,1.0,0.6000000000000001,0.130634278002699,0.1363636363636363
0,1.0,1.0,1.0,0.8,1,0.8,0.8,0.8,0.2647773279352227,0.0
1,0.2,0.2,0.2,1.0,0,1.0,1.0,1.0,0.1856950067476383,0.0
1,0.2,0.2,0.2,1.0,0,1.0,1.0,1.0,0.0585695006747638,0.2727272727272727
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.0912280701754386,1.0
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.2396761133603238,1.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,1,0.2,0.2,0.2,0.3141700404858299,0.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.044804318488529,0.6818181818181819
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.4,0.4,0.165991902834008,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,1.0,0.4299595141700404,0.0
1,1.0,1.0,1.0,0.8,0,0.8,0.8,0.8,0.2639676113360324,0.0
1,0.6000000000000001,0.8,0.6000000000000001,0.4,0,0.6000000000000001,0.8,0.8,0.2480431848852901,1.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.0556005398110661,0.0
1,1.0,0.8,0.8,0.8,0,0.8,0.8,0.8,0.2499325236167341,0.0
0,0.4,0.4,0.4,1.0,1,1.0,1.0,1.0,0.1179487179487179,0.0909090909090909
0,0.2,0.2,0.2,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2331983805668016,0.0454545454545454
1,0.0,0.0,0.0,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.3573549257759784,0.0
0,0.8,0.6000000000000001,0.6000000000000001,0.8,1,0.8,0.8,0.8,0.072604588394062,0.1590909090909091
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.8,0.0493927125506072,0.0
1,0.8,0.8,0.8,0.8,0,1.0,0.8,1.0,0.0526315789473684,0.0
1,0.2,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5673414304993252,0.0
1,0.2,0.6000000000000001,0.2,0.4,0,0.8,0.4,0.6000000000000001,0.2070175438596491,0.0
1,0.4,0.8,0.4,0.6000000000000001,0,1.0,1.0,0.8,0.0148448043184885,0.0909090909090909
1,0.2,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,1.0,0.2537112010796221,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.4,0.1506072874493927,0.5681818181818182
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.0383265856950067,0.0
