travel_type,inflight_wifi_serv,online_boarding,customer_type,inflight_ent,food_and_drink,cleanliness,seat_comfort,online_booking_conv,flight_distance,arr_delay_in_mins,satisfaction
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.2426450742240215,0.0,0
1,0.2,0.2,0,0.4,0.4,0.4,0.4,0.2,0.042914979757085,0.0,0
0,0.4,0.4,1,0.4,0.4,0.4,0.4,0.4,0.0663967611336032,0.3636363636363636,0
1,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5022941970310391,0.1590909090909091,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.2,0.2377867746288798,0.1136363636363636,0
0,0.6000000000000001,0.8,0,0.8,1.0,0.2,0.6000000000000001,0.4,0.2639676113360324,0.3181818181818182,0
1,0.8,0.8,0,0.4,0.4,0.4,0.4,0.8,0.020242914979757,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.1122807017543859,0.6818181818181819,1
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.8,0.0445344129554655,0.0,1
1,0.6000000000000001,1.0,0,0.8,0.4,0.8,1.0,0.6000000000000001,0.2874493927125506,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.1468286099865047,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.1746288798920377,1.0,0
0,0.6000000000000001,0.6000000000000001,1,0.4,0.4,0.4,0.2,0.6000000000000001,0.1794871794871794,0.4090909090909091,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.2,0.4906882591093117,0.2727272727272727,1
1,0.6000000000000001,0.4,0,1.0,1.0,1.0,1.0,0.4,0.1392712550607287,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.0620782726045883,0.0,1
1,0.4,0.4,0,0.4,0.4,0.4,1.0,0.4,0.2040485829959514,0.0,0
0,0.4,0.6000000000000001,0,0.4,0.8,0.2,1.0,0.2,0.097165991902834,0.0,1
1,0.2,0.2,0,1.0,1.0,1.0,0.8,0.2,0.2299595141700404,0.0681818181818181,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0793522267206477,0.0,0
1,0.8,0.6000000000000001,0,0.2,0.4,0.4,0.6000000000000001,0.8,0.306612685560054,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.1973009446693657,0.0,0
0,1.0,0.2,0,1.0,0.8,0.8,0.4,0.4,0.1219973009446693,0.6136363636363636,1
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.0672064777327935,0.25,0
0,0.8,0.6000000000000001,0,0.8,0.2,0.2,1.0,0.2,0.0866396761133603,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.128744939271255,0.0,0
1,0.4,1.0,0,0.6000000000000001,0.8,1.0,0.8,0.4,0.022132253711201,0.5454545454545454,0
1,0.6000000000000001,0.0,0,1.0,1.0,1.0,1.0,0.0,0.044804318488529,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.0742240215924426,0.1818181818181818,1
1,0.2,0.2,0,1.0,1.0,1.0,1.0,0.2,0.7214574898785424,0.0,0
0,0.0,0.0,0,0.4,0.4,0.4,0.4,0.0,0.5508771929824561,0.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.0097165991902834,0.0,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0704453441295546,0.0,0
0,0.2,0.2,0,0.2,0.2,0.2,0.4,0.6000000000000001,0.4170040485829959,0.2272727272727273,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.1039136302294196,0.1136363636363636,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.0458839406207827,0.0,1
1,0.8,0.8,0,0.2,0.2,0.2,0.8,0.8,0.1006747638326585,0.0454545454545454,1
0,0.2,0.2,0,0.2,0.2,0.2,0.2,1.0,0.0715249662618083,0.0909090909090909,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.0958164642375168,0.0681818181818181,1
1,0.6000000000000001,0.8,0,1.0,1.0,1.0,1.0,0.8,0.2269905533063427,0.0,0
1,0.8,0.8,0,0.8,0.4,0.8,0.2,0.8,0.1519568151147098,0.0,0
1,0.4,0.2,0,1.0,1.0,1.0,1.0,0.2,0.3255060728744939,0.1363636363636363,0
0,0.8,0.8,1,0.8,0.8,0.8,0.8,0.8,0.0766531713900134,1.0,0
1,0.4,0.8,0,0.8,0.8,0.6000000000000001,0.8,0.4,0.1422402159244264,0.1363636363636363,0
1,0.8,0.6000000000000001,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.2439946018893387,0.0909090909090909,0
0,0.8,0.8,0,0.8,1.0,0.4,0.6000000000000001,0.2,0.1052631578947368,0.0,1
0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.8,0.0663967611336032,0.3636363636363636,0
0,0.4,0.4,0,0.4,0.4,0.4,0.2,1.0,0.1668016194331983,0.0,0
1,1.0,0.6000000000000001,0,0.6000000000000001,0.8,0.4,0.4,1.0,0.091497975708502,0.0,1
0,0.6000000000000001,0.4,0,0.6000000000000001,0.2,0.4,0.4,0.2,0.1387314439946018,0.0,0
0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.2653171390013495,0.0,0
0,0.6000000000000001,0.6000000000000001,1,0.4,0.4,0.4,0.4,0.6000000000000001,0.3255060728744939,0.0,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.3082321187584345,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.0728744939271255,0.0,1
1,0.8,0.8,0,0.2,0.2,0.2,0.2,0.8,0.0191632928475033,0.0,0
0,0.4,0.2,0,0.4,0.4,0.4,0.4,0.8,0.1273954116059379,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.4,0.2707152496626181,0.0,1
0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.4,0.1125506072874494,0.4545454545454546,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.8,0.130634278002699,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5902834008097165,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.1309041835357624,0.0909090909090909,1
1,0.6000000000000001,0.8,0,0.8,1.0,0.6000000000000001,1.0,0.6000000000000001,0.1063427800269905,0.2954545454545454,0
0,0.2,0.8,0,0.2,0.4,0.2,0.8,1.0,0.0923076923076923,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.2,0.1082321187584345,0.0454545454545454,1
0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.0291497975708502,0.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.0426450742240215,0.1363636363636363,0
0,0.2,0.2,0,0.2,0.2,0.2,0.2,1.0,0.6124156545209176,1.0,0
1,1.0,1.0,0,0.2,0.2,0.2,0.2,1.0,0.1724696356275303,0.0,1
1,0.0,0.0,0,0.2,0.2,0.2,0.2,0.0,0.0191632928475033,0.0909090909090909,1
1,1.0,1.0,0,0.2,0.2,0.2,0.2,1.0,0.3109311740890688,0.0,1
1,0.2,0.2,0,0.8,0.2,0.2,0.2,0.2,0.2968960863697706,1.0,0
0,0.4,0.6000000000000001,1,0.4,0.4,0.4,0.4,0.6000000000000001,0.1033738191632928,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.1748987854251012,0.1363636363636363,0
0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.8,0.1533063427800269,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.1484480431848852,0.1363636363636363,0
1,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2755735492577598,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.1946018893387314,0.2727272727272727,1
0,0.8,0.2,0,0.8,0.8,0.4,0.4,0.2,0.0458839406207827,1.0,1
1,0.4,0.4,0,0.2,0.2,0.2,0.2,0.4,0.0828609986504723,0.0454545454545454,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0866396761133603,0.0,0
1,0.2,0.2,0,0.8,0.8,0.8,0.8,0.2,0.2394062078272604,0.1136363636363636,0
1,0.4,0.6000000000000001,0,1.0,1.0,1.0,0.8,0.6000000000000001,0.1465587044534412,0.0,0
1,0.6000000000000001,0.8,0,0.6000000000000001,0.6000000000000001,1.0,0.8,0.8,0.308502024291498,0.0,0
1,0.8,1.0,0,0.8,0.4,0.8,1.0,0.8,0.1473684210526315,0.0,0
1,0.8,0.8,0,0.6000000000000001,0.4,0.8,0.8,0.8,0.0553306342780027,0.0,0
1,0.2,0.6000000000000001,0,0.2,0.2,0.6000000000000001,0.6000000000000001,0.2,0.6445344129554655,0.5227272727272727,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.0663967611336032,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.6000000000000001,0.8,0.3824561403508772,0.0,1
0,0.8,1.0,0,0.8,0.6000000000000001,0.4,1.0,1.0,0.2194331983805668,0.0,1
1,0.6000000000000001,0.6000000000000001,0,1.0,1.0,1.0,0.2,0.6000000000000001,0.1219973009446693,0.0,0
0,0.6000000000000001,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.6391363022941969,0.0,0
1,0.2,0.2,0,0.8,0.8,0.8,0.8,0.2,0.0426450742240215,0.0454545454545454,0
0,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,0.0923076923076923,0.0,0
0,1.0,1.0,0,0.4,1.0,1.0,1.0,0.8,0.704183535762483,0.0,1
1,0.4,1.0,0,0.2,0.6000000000000001,0.8,0.8,0.4,0.2736842105263158,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.2,0.2194331983805668,0.0,1
0,0.4,0.4,0,0.6000000000000001,0.4,0.4,0.4,0.2,0.1001349527665317,1.0,0
1,0.4,0.8,0,0.8,1.0,0.6000000000000001,0.8,0.4,0.280161943319838,0.0,0
0,0.2,0.4,0,0.2,0.2,0.2,0.4,0.6000000000000001,0.1589743589743589,0.0227272727272727,0
1,0.8,0.8,0,1.0,1.0,1.0,1.0,0.8,0.287719298245614,0.0,0
1,0.2,0.8,0,1.0,1.0,0.6000000000000001,0.2,0.4,0.3152496626180837,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.1784075573549257,1.0,0
0,1.0,1.0,0,1.0,1.0,0.4,1.0,0.6000000000000001,0.0302294197031039,1.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.0766531713900134,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.8,0.117408906882591,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.1314439946018893,0.0,1
1,0.2,1.0,0,0.8,0.4,0.6000000000000001,0.8,0.2,0.1098515519568151,1.0,0
1,0.2,0.4,0,0.2,0.2,0.6000000000000001,0.2,0.0,0.0493927125506072,0.0,0
0,0.8,0.8,1,1.0,1.0,1.0,1.0,0.8,0.2607287449392713,0.0454545454545454,0
1,0.2,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.0912280701754386,0.0,0
0,0.4,0.4,1,0.8,0.8,0.8,0.6000000000000001,0.4,0.1751686909581646,0.1136363636363636,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.2577597840755735,0.0,1
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.4,0.1125506072874494,0.0,0
0,0.0,0.0,0,0.8,0.8,0.8,0.8,0.0,0.2175438596491228,0.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.1959514170040485,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.2,0.6507422402159244,0.0,1
0,1.0,0.6000000000000001,0,1.0,1.0,0.8,0.4,0.2,0.1133603238866396,0.0,1
0,1.0,1.0,0,1.0,1.0,1.0,0.8,0.8,0.1646423751686909,0.0,1
1,0.4,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0639676113360323,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.2639676113360324,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.4288798920377867,1.0,0
0,1.0,0.8,0,1.0,1.0,1.0,1.0,1.0,0.0871794871794871,0.0,1
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.097165991902834,1.0,0
1,0.6000000000000001,0.8,0,1.0,0.4,0.2,0.6000000000000001,0.6000000000000001,0.0717948717948717,1.0,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.2669365721997301,0.0,0
0,1.0,0.8,0,1.0,0.4,0.2,1.0,0.6000000000000001,0.2121457489878542,0.0909090909090909,1
0,0.8,0.8,0,0.4,0.8,0.8,0.8,0.4,0.1913630229419703,1.0,1
0,0.8,1.0,0,0.8,0.2,0.8,0.6000000000000001,0.8,0.2188933873144399,0.0,1
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.0690958164642375,0.0,1
0,0.4,0.4,1,1.0,1.0,1.0,0.4,0.4,0.2175438596491228,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.8,0.0329284750337381,0.1590909090909091,1
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.4529014844804318,0.0,0
0,0.0,0.0,0,0.4,0.4,0.4,0.4,0.0,0.1784075573549257,0.0,1
0,0.2,0.2,1,0.8,0.8,0.8,1.0,0.2,0.1012145748987854,0.0,0
0,0.6000000000000001,0.6000000000000001,1,1.0,1.0,1.0,1.0,0.6000000000000001,0.3106612685560054,0.1590909090909091,0
1,0.2,0.2,0,1.0,1.0,1.0,1.0,0.2,0.0780026990553306,0.0,0
0,0.0,0.0,0,0.8,0.8,0.8,0.8,0.0,0.1794871794871794,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.0747638326585695,0.0454545454545454,0
0,0.2,0.2,0,0.2,0.2,0.2,0.8,1.0,0.2591093117408907,0.5,0
0,0.8,1.0,0,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.8,0.0156545209176788,0.0,1
1,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.0529014844804318,1.0,0
1,0.2,0.2,0,0.8,0.8,0.8,0.8,0.2,0.1616734143049932,0.5,0
1,0.4,0.4,0,0.2,0.4,0.4,0.4,0.4,0.6453441295546558,1.0,0
1,0.6000000000000001,0.8,0,0.4,0.8,0.8,0.8,0.6000000000000001,0.6110661268556005,0.2954545454545454,0
1,0.4,0.8,0,0.2,0.4,1.0,1.0,0.4,0.1503373819163292,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.2234817813765182,0.0,1
1,0.2,0.2,0,0.8,0.8,0.8,0.8,0.2,0.1341430499325236,0.4318181818181818,0
1,0.4,0.4,0,1.0,1.0,1.0,1.0,0.4,0.0723346828609986,0.2045454545454545,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.3665317139001349,0.0,0
1,0.2,1.0,0,1.0,0.2,0.6000000000000001,1.0,0.2,0.1506072874493927,0.0,0
0,0.0,0.6000000000000001,0,0.8,0.0,0.2,0.2,0.0,0.5983805668016193,1.0,1
1,0.8,1.0,0,0.2,0.4,0.6000000000000001,0.8,0.8,0.2936572199730095,0.0,0
0,0.6000000000000001,0.6000000000000001,1,1.0,1.0,1.0,1.0,0.6000000000000001,0.080161943319838,0.4090909090909091,0
0,0.8,1.0,0,0.8,0.8,0.8,1.0,0.4,0.1214574898785424,0.0681818181818181,1
1,0.2,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.2510121457489879,0.1590909090909091,0
0,0.4,0.4,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0642375168690958,0.25,0
1,0.4,0.4,0,1.0,1.0,1.0,0.6000000000000001,0.4,0.282051282051282,0.2272727272727273,0
0,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.280161943319838,0.0,0
1,0.8,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.4423751686909581,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.2,0.2977058029689609,1.0,0
1,0.6000000000000001,0.4,0,1.0,1.0,1.0,1.0,0.4,0.2704453441295547,0.0681818181818181,0
1,0.2,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.2,0.2736842105263158,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.0860998650472334,0.0,1
0,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.2,0.2642375168690958,0.4318181818181818,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.2,0.1076923076923077,0.0,1
0,1.0,0.4,0,1.0,0.4,0.4,0.6000000000000001,0.6000000000000001,0.1551956815114709,0.4545454545454546,1
1,0.8,0.8,0,0.4,0.4,0.4,0.4,0.8,0.1128205128205128,0.0,1
0,0.4,0.4,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4529014844804318,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,0.8,0.8,0.6334682860998649,0.0,1
1,0.2,0.2,0,0.6000000000000001,0.4,1.0,0.6000000000000001,0.2,0.072604588394062,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.2,0.1775978407557354,0.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.1608636977058029,0.0,1
1,0.4,0.4,0,0.2,0.2,0.2,0.2,0.4,0.4898785425101215,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0210526315789473,0.0,1
1,0.4,0.4,0,1.0,1.0,1.0,0.4,0.4,0.1991902834008097,0.0,0
1,0.2,0.2,0,0.4,0.4,0.4,0.4,0.2,0.0421052631578947,1.0,0
1,0.4,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0618083670715249,1.0,0
1,0.6000000000000001,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.0825910931174088,0.0,0
1,0.6000000000000001,0.2,0,0.8,0.6000000000000001,0.2,0.2,0.6000000000000001,0.7214574898785424,1.0,0
1,1.0,1.0,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.2299595141700404,0.0,1
0,0.0,0.0,1,0.8,0.8,0.8,0.8,0.0,0.0534412955465587,0.0,1
0,0.8,0.8,0,0.4,0.8,0.8,0.8,0.4,0.6334682860998649,0.3409090909090909,1
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.2377867746288798,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0817813765182186,0.0,0
1,0.4,0.0,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0302294197031039,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.1392712550607287,0.0,1
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.8,0.2,0.8,0.2,0.0323886639676113,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.3932523616734143,0.4772727272727273,0
1,0.2,0.2,0,1.0,1.0,1.0,1.0,0.2,0.1284750337381916,0.2727272727272727,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.1417004048582995,0.0,1
1,0.2,0.4,0,0.2,0.2,0.6000000000000001,0.6000000000000001,0.2,0.0224021592442645,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.2,0.1041835357624831,0.0,1
0,0.4,0.4,0,0.4,0.4,0.4,0.6000000000000001,0.8,0.1157894736842105,0.0681818181818181,0
0,0.4,0.4,0,0.4,0.4,0.4,0.6000000000000001,0.6000000000000001,0.4229419703103914,0.0,0
1,0.6000000000000001,0.2,0,0.2,1.0,0.4,0.8,0.6000000000000001,0.1533063427800269,0.4318181818181818,0
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2904183535762483,0.0,0
1,0.4,1.0,0,1.0,1.0,0.8,0.8,0.4,0.2790823211875843,0.0,0
0,1.0,0.2,0,1.0,0.2,0.2,0.4,0.2,0.1309041835357624,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.2653171390013495,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.4,0.1546558704453441,0.0,1
1,0.4,0.4,0,0.2,0.2,0.2,0.2,0.4,0.1128205128205128,1.0,0
0,0.8,0.8,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.2645074224021592,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0431848852901484,0.0,0
1,0.6000000000000001,0.8,0,0.4,1.0,0.8,0.8,0.4,0.1508771929824561,0.0681818181818181,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.1935222672064777,1.0,1
0,0.4,0.4,0,0.4,0.4,0.4,0.6000000000000001,1.0,0.1163292847503373,0.4772727272727273,0
0,0.4,0.4,0,0.4,0.4,0.4,0.8,0.8,0.1379217273954116,0.7272727272727273,0
1,0.6000000000000001,0.6000000000000001,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.1120107962213225,0.0,0
1,0.2,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.0156545209176788,0.0,0
1,0.4,1.0,0,0.4,1.0,1.0,1.0,0.4,0.2596491228070176,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.2,0.0499325236167341,0.0,1
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.042914979757085,0.0,1
1,0.6000000000000001,0.4,0,0.8,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2469635627530364,0.0227272727272727,0
1,1.0,1.0,0,0.8,0.8,0.8,0.8,1.0,0.4348178137651822,0.0,1
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.1433198380566801,0.0,1
0,0.4,0.6000000000000001,0,0.4,0.4,0.6000000000000001,0.8,0.4,0.0742240215924426,0.3181818181818182,0
0,1.0,0.2,0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.2029689608636977,0.1136363636363636,1
1,0.0,0.0,0,0.2,0.2,0.2,0.2,0.0,0.0615384615384615,0.0,1
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.7152496626180836,0.0,1
0,0.4,1.0,0,0.4,1.0,0.8,0.6000000000000001,1.0,0.2121457489878542,0.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.6000000000000001,0.4,0.2412955465587044,0.4545454545454546,0
1,0.8,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.425910931174089,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.2,0.0458839406207827,0.0,1
0,0.4,0.4,0,0.4,0.4,0.4,0.6000000000000001,0.2,0.1506072874493927,0.1818181818181818,0
1,0.4,0.8,0,0.8,0.2,0.6000000000000001,0.8,0.4,0.080161943319838,0.0681818181818181,0
1,0.4,0.4,0,1.0,1.0,1.0,1.0,0.4,0.2607287449392713,0.3636363636363636,0
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.1519568151147098,0.5454545454545454,0
1,0.6000000000000001,0.6000000000000001,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.0809716599190283,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.1130904183535762,0.1818181818181818,1
1,0.6000000000000001,0.8,0,1.0,0.4,1.0,0.8,0.6000000000000001,0.2539811066126856,1.0,0
1,0.2,0.2,0,1.0,1.0,1.0,1.0,0.2,0.1889338731443994,1.0,0
0,0.4,0.8,0,0.6000000000000001,1.0,0.2,0.6000000000000001,0.2,0.0788124156545209,0.0,0
0,0.4,0.6000000000000001,0,0.4,0.2,0.4,0.4,1.0,0.1403508771929824,0.1818181818181818,0
0,0.8,0.8,1,0.8,0.8,0.8,0.8,0.8,0.0777327935222672,0.0,0
1,0.8,0.8,0,0.2,0.2,0.2,0.2,0.8,0.0645074224021592,0.25,0
0,0.6000000000000001,0.6000000000000001,0,0.4,0.4,0.4,0.4,0.4,0.0421052631578947,0.0,1
1,0.4,0.4,0,1.0,1.0,1.0,1.0,0.4,0.1041835357624831,0.0,0
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.1125506072874494,0.5681818181818182,0
1,0.4,0.6000000000000001,0,0.8,0.4,1.0,0.6000000000000001,0.4,0.1452091767881241,0.0,0
1,0.4,0.4,0,0.8,0.8,0.8,0.6000000000000001,0.4,0.0458839406207827,0.0909090909090909,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.2072874493927125,0.0,1
1,0.4,0.8,0,0.4,1.0,1.0,0.4,0.2,0.4898785425101215,0.0,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0531713900134952,0.0,0
0,0.2,0.2,1,0.8,0.8,0.8,0.8,0.2,0.4893387314439946,0.4090909090909091,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.7341430499325236,0.3181818181818182,0
0,0.4,0.4,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.4,0.0453441295546558,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.6000000000000001,0.4,0.4329284750337382,0.0,0
0,0.6000000000000001,0.6000000000000001,1,0.8,0.8,0.8,0.8,0.6000000000000001,0.0458839406207827,0.0,0
0,0.0,0.0,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0,0.3738191632928475,0.0,1
1,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.4898785425101215,0.0,1
0,0.8,0.6000000000000001,0,0.8,0.8,0.8,0.2,0.8,0.4593792172739541,0.3409090909090909,0
0,0.8,0.6000000000000001,0,0.8,0.8,0.4,0.4,0.8,0.3147098515519568,0.2727272727272727,0
