gender,customer_type,travel_type,flight_distance,inflight_wifi_serv,time_conv,online_booking_conv,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_ent,on-board_serv,leg_room_serv,baggage_handling,checkin_serv,inflight_serv,cleanliness,arr_delay_in_mins,satisfaction,age_group
1.0,1.0,0.0,0.6410526315789474,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.75,0.2,0.6000000000000001,0.25,0.2,0.5,0.6000000000000001,0.75,0.5,0.75,0.2,1.0,0.0,0.25
0.0,0.0,0.0,0.20105263157894737,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.8,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.75,0.5,0.4,0.0,0.0,0.75
1.0,0.0,1.0,0.7857894736842106,0.2,0.8,0.2,0.25,1.0,0.2,1.0,1.0,0.5,0.8,1.0,0.5,0.75,1.0,0.0,0.0,0.25
1.0,0.0,1.0,0.21894736842105264,0.0,1.0,0.0,0.0,0.8,0.0,0.75,0.8,0.75,0.6000000000000001,1.0,1.0,0.75,0.8,0.0,1.0,0.5
1.0,0.0,1.0,0.29473684210526313,0.4,0.4,0.4,0.5,0.2,0.4,0.0,0.2,0.75,0.4,0.75,0.75,0.75,0.2,0.0,0.0,0.25
1.0,0.0,1.0,0.25052631578947365,0.6000000000000001,0.8,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.6000000000000001,0.0,0.0,0.25,1.0,0.5,0.0,0.5
0.0,0.0,0.0,0.16842105263157894,0.4,0.2,0.2,0.0,0.8,0.4,0.0,0.4,0.25,0.4,0.25,0.25,0.25,0.2,0.5833333333333333,0.0,1.0
1.0,0.0,1.0,0.4842105263157895,0.6000000000000001,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.75,1.0,0.5,0.25,0.75,0.8,0.4375,0.0,0.25
0.0,0.0,0.0,0.22631578947368422,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.75,0.4,0.5,0.25,0.25,1.0,0.0,1.0,0.25
1.0,0.0,0.0,0.11999999999999998,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.25,0.8,0.5,0.25,0.75,0.8,0.5416666666666666,0.0,0.5
1.0,0.0,0.0,0.10263157894736842,0.8,0.6000000000000001,0.6000000000000001,0.5,0.8,0.8,0.75,0.8,0.0,0.4,1.0,0.25,0.5,0.8,0.10416666666666666,1.0,0.5
0.0,0.0,0.0,0.3852631578947368,1.0,0.4,0.4,0.25,1.0,1.0,1.0,1.0,0.5,0.4,0.0,0.25,0.0,1.0,0.0,1.0,0.25
1.0,0.0,0.0,0.20421052631578948,0.4,1.0,1.0,1.0,0.4,0.4,0.25,0.4,0.0,0.4,0.0,0.5,0.0,0.4,0.0,1.0,0.5
0.0,0.0,1.0,0.8242105263157895,0.6000000000000001,1.0,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.75,0.8,0.5,0.5,1.0,0.6000000000000001,0.22916666666666666,0.0,0.25
1.0,0.0,0.0,0.3521052631578947,0.4,0.8,0.8,0.75,0.4,0.4,0.25,0.4,0.25,0.6000000000000001,0.5,0.25,0.5,0.4,0.0,0.0,1.0
0.0,0.0,0.0,0.13526315789473684,0.4,0.2,0.2,0.0,0.2,0.6000000000000001,0.5,0.4,0.25,0.4,0.25,0.5,0.25,0.2,0.0,0.0,0.5
1.0,0.0,0.0,0.17894736842105263,0.6000000000000001,0.2,0.2,0.0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.75,0.2,0.5,0.75,0.75,0.6000000000000001,0.14583333333333331,0.0,0.0
0.0,0.0,1.0,0.3426315789473684,0.2,0.8,0.2,0.5,0.6000000000000001,1.0,0.75,0.4,0.25,0.2,0.25,0.5,0.25,0.8,0.0,0.0,0.75
1.0,0.0,1.0,0.2926315789473684,0.4,0.8,0.4,0.25,0.2,0.4,0.0,0.2,1.0,0.6000000000000001,1.0,1.0,1.0,0.2,0.0625,0.0,0.5
0.0,0.0,1.0,0.14473684210526316,0.4,0.8,0.4,0.5,0.2,0.4,0.75,0.2,0.5,0.4,0.5,0.75,0.75,0.2,0.0,0.0,0.0
1.0,0.0,1.0,0.3294736842105263,0.4,0.8,0.4,0.75,0.4,0.4,0.75,0.4,0.5,1.0,0.5,0.75,0.5,0.4,0.0,0.0,0.5
0.0,0.0,0.0,0.7905263157894737,0.8,0.8,0.8,0.75,0.8,0.8,1.0,0.8,0.25,0.8,0.0,1.0,0.0,0.8,0.125,1.0,0.25
1.0,0.0,1.0,0.24052631578947367,0.6000000000000001,0.0,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.75,0.8,0.5,0.25,0.5,0.6000000000000001,0.0,0.0,1.0
1.0,0.0,0.0,0.17421052631578948,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.25,1.0,0.75,0.0,0.75,0.8,0.25,1.0,0.5
1.0,0.0,1.0,0.41526315789473683,0.2,0.6000000000000001,0.2,0.5,0.8,0.2,0.75,0.8,0.25,0.8,0.25,0.25,0.0,0.8,1.0,0.0,0.75
0.0,0.0,0.0,0.3226315789473684,0.6000000000000001,0.2,0.2,0.0,0.8,0.8,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.0,0.5,0.8,0.3125,0.0,0.75
1.0,0.0,1.0,0.22210526315789475,0.6000000000000001,1.0,0.6000000000000001,0.75,0.4,0.6000000000000001,0.25,0.4,0.5,0.4,0.0,0.5,0.75,0.4,0.0,0.0,0.5
1.0,0.0,1.0,0.19631578947368422,0.4,0.8,1.0,0.5,0.8,1.0,0.75,0.8,0.75,0.8,1.0,1.0,0.75,0.8,0.0,0.0,0.5
0.0,0.0,1.0,0.09526315789473684,0.2,0.4,0.2,0.75,0.4,0.6000000000000001,0.5,0.2,0.0,0.2,0.0,0.75,0.0,0.2,0.0,0.0,0.75
0.0,0.0,0.0,0.22473684210526315,0.4,0.8,0.4,0.75,0.4,0.2,0.25,0.4,0.5,1.0,0.75,0.75,0.75,0.4,0.0,0.0,0.5
0.0,0.0,1.0,0.1636842105263158,0.4,0.8,0.4,0.75,0.8,0.4,0.75,0.8,0.75,0.4,1.0,1.0,0.75,0.8,0.1875,0.0,0.0
1.0,0.0,0.0,0.518421052631579,0.6000000000000001,0.4,0.4,0.25,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,0.8,0.75,0.25,0.75,0.6000000000000001,0.5,0.0,0.5
1.0,0.0,0.0,0.3294736842105263,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.2,0.25,0.75,0.25,1.0,0.0,1.0,0.25
0.0,1.0,0.0,0.15473684210526317,0.2,0.0,0.0,0.5,0.2,0.0,0.0,0.2,0.5,0.6000000000000001,0.5,0.25,0.75,0.2,0.0,0.0,0.5
1.0,0.0,0.0,0.10842105263157895,0.4,1.0,0.4,0.25,0.4,0.4,0.25,0.4,0.75,1.0,0.0,0.0,0.0,0.4,0.41666666666666663,0.0,0.25
1.0,0.0,1.0,0.4610526315789473,0.4,0.8,0.4,0.5,0.8,0.4,0.75,0.8,0.5,0.6000000000000001,1.0,0.5,0.75,0.8,0.0,0.0,0.5
1.0,0.0,1.0,0.3347368421052631,0.2,1.0,0.2,0.0,1.0,0.2,1.0,1.0,0.75,0.6000000000000001,1.0,0.75,0.75,1.0,0.041666666666666664,0.0,0.25
1.0,0.0,1.0,0.14789473684210527,0.4,1.0,0.4,0.75,0.4,0.4,0.25,0.4,0.75,0.6000000000000001,1.0,0.5,0.75,0.4,1.0,0.0,0.5
1.0,0.0,1.0,0.791578947368421,0.4,1.0,0.4,0.0,0.4,0.6000000000000001,0.5,0.6000000000000001,0.25,1.0,0.75,0.5,1.0,0.6000000000000001,0.020833333333333332,0.0,0.5
0.0,0.0,0.0,0.34789473684210526,0.0,0.2,0.2,0.25,0.2,0.2,0.0,0.2,0.25,0.2,0.25,1.0,0.25,0.2,1.0,1.0,0.25
1.0,0.0,0.0,0.6194736842105263,0.6000000000000001,0.8,0.8,0.75,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,0.2,0.5,1.0,0.75,0.6000000000000001,0.14583333333333331,1.0,0.5
0.0,1.0,0.0,0.10105263157894737,0.2,0.2,0.2,0.5,1.0,0.2,1.0,1.0,0.75,0.6000000000000001,0.5,0.75,0.25,1.0,0.375,0.0,0.5
1.0,0.0,1.0,0.1763157894736842,0.6000000000000001,1.0,0.6000000000000001,0.25,1.0,0.6000000000000001,1.0,1.0,1.0,0.4,0.25,1.0,0.25,1.0,0.0,0.0,0.5
1.0,0.0,1.0,0.08947368421052632,0.2,0.8,0.2,0.25,0.6000000000000001,0.2,0.5,0.6000000000000001,1.0,1.0,0.25,0.25,1.0,0.6000000000000001,0.3333333333333333,0.0,0.75
0.0,0.0,1.0,0.4763157894736842,0.2,0.8,0.2,0.75,0.6000000000000001,0.2,0.5,0.6000000000000001,0.25,0.6000000000000001,0.5,0.75,0.75,0.6000000000000001,0.0,0.0,0.5
0.0,0.0,1.0,0.2794736842105263,0.4,0.2,0.4,0.75,0.4,0.6000000000000001,0.5,0.6000000000000001,0.5,0.4,0.5,0.75,0.5,0.4,0.35416666666666663,0.0,0.75
1.0,0.0,1.0,0.3078947368421052,0.6000000000000001,0.8,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.5,0.4,0.5,0.5,0.5,0.6000000000000001,0.0,0.0,0.5
0.0,0.0,0.0,0.20105263157894737,0.8,0.4,0.4,0.25,1.0,0.8,0.75,0.8,0.75,0.8,0.75,0.25,0.75,1.0,0.0,1.0,0.5
0.0,0.0,1.0,0.15526315789473685,0.6000000000000001,0.8,0.6000000000000001,0.5,0.2,0.6000000000000001,0.0,0.2,0.0,0.8,0.5,0.75,0.5,0.2,0.20833333333333331,0.0,0.25
0.0,1.0,0.0,0.3963157894736842,0.4,0.4,0.4,0.75,0.8,0.4,0.75,0.8,0.75,0.2,0.5,0.25,0.75,0.8,0.08333333333333333,0.0,0.0
1.0,0.0,0.0,0.16105263157894736,0.2,0.0,0.0,0.75,0.4,0.0,0.25,0.4,0.0,0.8,0.5,0.75,0.5,0.4,0.08333333333333333,0.0,0.25
1.0,0.0,1.0,0.27736842105263154,0.2,0.8,0.2,0.25,0.2,0.2,0.0,0.2,0.5,0.6000000000000001,1.0,0.5,0.75,0.2,0.0,0.0,0.25
1.0,0.0,1.0,0.19263157894736843,0.2,1.0,0.2,0.25,1.0,0.2,0.0,1.0,1.0,0.4,0.75,0.75,0.75,1.0,0.0,0.0,0.5
1.0,0.0,1.0,0.7752631578947369,0.6000000000000001,0.2,0.6000000000000001,0.5,0.8,0.6000000000000001,0.75,0.8,0.0,0.8,0.25,0.75,0.5,0.8,0.0,0.0,1.0
1.0,0.0,1.0,0.39421052631578946,1.0,0.8,1.0,1.0,0.4,1.0,0.25,0.4,1.0,0.4,1.0,0.75,1.0,0.4,0.25,1.0,0.5
0.0,0.0,0.0,0.4321052631578947,0.4,1.0,1.0,1.0,0.4,0.4,0.25,0.4,0.25,0.2,0.75,0.5,0.5,0.4,1.0,0.0,0.25
1.0,0.0,0.0,0.10157894736842105,0.8,1.0,0.2,1.0,0.8,0.8,0.25,0.8,0.0,0.6000000000000001,0.75,0.75,0.5,0.8,0.14583333333333331,0.0,0.25
1.0,0.0,0.0,0.10421052631578946,0.2,0.6000000000000001,0.6000000000000001,0.5,0.2,0.2,0.5,0.2,0.25,0.4,0.75,0.5,0.75,0.2,0.0,0.0,0.25
0.0,0.0,0.0,0.12947368421052632,1.0,0.8,0.8,0.75,1.0,1.0,1.0,1.0,0.5,0.2,0.25,0.5,0.5,1.0,0.0,1.0,0.25
0.0,1.0,0.0,0.4978947368421052,0.8,0.8,0.8,0.5,0.8,0.8,0.75,0.8,0.25,0.2,1.0,0.25,0.75,0.8,0.0,1.0,0.25
1.0,0.0,0.0,0.21894736842105264,0.4,0.4,0.4,0.25,0.2,0.4,0.0,0.2,0.5,0.2,1.0,0.25,0.75,0.2,0.29166666666666663,1.0,0.5
1.0,0.0,0.0,0.47105263157894733,0.8,0.6000000000000001,0.6000000000000001,0.5,0.8,0.8,0.5,0.8,1.0,0.8,0.75,1.0,0.5,0.8,0.0,1.0,0.25
1.0,0.0,0.0,0.14947368421052631,0.6000000000000001,0.2,0.2,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,1.0,0.5,0.25,0.75,0.6000000000000001,0.14583333333333331,0.0,0.75
1.0,0.0,0.0,0.41368421052631577,1.0,0.2,0.2,0.0,1.0,1.0,0.5,1.0,0.25,0.2,0.5,0.75,0.75,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.6478947368421053,0.4,1.0,1.0,1.0,0.6000000000000001,0.8,0.5,0.4,0.25,0.4,0.25,0.0,0.25,0.4,0.0,0.0,0.75
0.0,0.0,1.0,0.1563157894736842,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.25,0.6000000000000001,0.8,1.0,0.6000000000000001,0.5,0.6000000000000001,1.0,1.0,0.5,0.2,0.0,0.0,0.5
0.0,1.0,0.0,0.30473684210526314,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.5,0.2,0.5,0.75,0.75,0.2,0.0,0.0,0.5
1.0,0.0,0.0,0.21947368421052632,0.8,0.2,1.0,0.0,0.8,0.8,1.0,0.8,0.25,0.8,1.0,1.0,0.0,0.8,0.0,1.0,0.25
1.0,0.0,0.0,0.5247368421052632,0.6000000000000001,1.0,0.2,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,1.0,0.5,0.75,0.5,0.6000000000000001,1.0,0.0,1.0
1.0,0.0,0.0,0.1568421052631579,1.0,0.8,0.8,0.75,1.0,1.0,1.0,1.0,0.75,0.8,1.0,0.75,0.0,1.0,0.0,1.0,0.25
0.0,0.0,1.0,0.5747368421052632,0.4,1.0,0.4,0.0,0.8,0.4,0.75,0.8,0.5,0.4,1.0,0.75,0.75,0.8,0.0,0.0,0.25
1.0,0.0,1.0,0.15947368421052632,0.2,1.0,1.0,1.0,0.8,1.0,0.75,0.8,0.5,0.4,0.75,1.0,0.75,0.8,1.0,0.0,0.25
0.0,0.0,1.0,0.09421052631578947,0.0,1.0,0.0,1.0,0.8,0.4,0.25,0.6000000000000001,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5
1.0,0.0,1.0,0.2526315789473684,0.8,0.8,0.6000000000000001,0.75,0.8,0.6000000000000001,0.75,0.8,0.75,0.4,1.0,1.0,1.0,0.8,0.0,0.0,0.25
0.0,0.0,1.0,0.8631578947368421,0.2,0.2,0.2,0.75,0.6000000000000001,0.8,0.5,0.2,0.0,0.2,0.0,0.25,0.0,0.2,0.0625,0.0,0.5
1.0,0.0,1.0,0.3026315789473684,0.4,1.0,0.4,0.5,0.8,0.4,0.75,0.8,0.5,1.0,1.0,0.5,0.75,0.8,0.041666666666666664,0.0,0.75
1.0,0.0,1.0,0.791578947368421,0.4,0.8,0.4,0.25,0.4,0.4,1.0,0.4,0.75,1.0,0.75,0.75,1.0,0.4,0.0,0.0,0.25
1.0,0.0,0.0,0.5021052631578947,0.6000000000000001,0.8,1.0,0.75,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.0,0.4,0.5,0.0,0.75,0.6000000000000001,0.08333333333333333,0.0,0.25
1.0,0.0,1.0,0.5952631578947368,0.2,0.2,0.2,0.5,0.8,0.2,0.75,0.8,0.0,0.4,0.25,0.0,0.25,0.8,0.0,0.0,0.25
1.0,0.0,1.0,0.3463157894736842,0.2,0.8,0.2,0.75,0.4,0.2,0.25,0.4,0.75,0.8,0.75,1.0,0.75,0.4,0.22916666666666666,0.0,0.25
0.0,0.0,1.0,0.3484210526315789,0.4,0.8,0.4,0.5,0.6000000000000001,1.0,1.0,0.2,0.0,0.4,0.0,1.0,0.0,1.0,0.0,0.0,0.5
0.0,0.0,1.0,0.791578947368421,0.4,0.6000000000000001,0.4,0.25,0.8,0.4,0.75,0.8,0.5,0.6000000000000001,0.5,0.5,1.0,0.8,0.7708333333333333,0.0,0.25
1.0,0.0,1.0,0.3026315789473684,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,1.0,0.6000000000000001,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.02736842105263158,0.4,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.5,0.4,0.0,0.5,0.0,0.6000000000000001,0.0,0.0,0.25
1.0,0.0,0.0,0.13947368421052633,0.8,0.2,0.2,0.0,0.8,0.8,0.75,0.8,1.0,0.2,0.25,0.25,0.0,0.8,0.0,1.0,0.0
1.0,0.0,1.0,0.5568421052631579,0.6000000000000001,0.8,0.6000000000000001,0.75,0.2,0.6000000000000001,0.0,0.2,0.0,1.0,0.0,0.25,1.0,0.2,0.0,0.0,0.0
0.0,0.0,0.0,0.5463157894736842,0.8,1.0,1.0,1.0,0.6000000000000001,0.2,1.0,0.8,0.75,0.8,0.75,0.0,0.75,0.8,0.0,1.0,0.5
0.0,0.0,1.0,0.49263157894736836,0.2,0.4,0.2,0.5,0.4,0.2,0.25,0.4,0.5,0.8,0.75,0.75,0.5,0.4,0.47916666666666663,0.0,0.25
0.0,1.0,0.0,0.9568421052631579,0.8,0.0,0.8,0.5,0.4,0.8,0.25,0.4,0.5,0.2,0.0,0.75,0.75,0.4,0.0,1.0,0.0
1.0,0.0,1.0,0.23684210526315788,0.4,0.8,0.4,0.0,0.8,0.4,0.75,0.8,0.0,0.4,0.0,1.0,0.0,0.8,0.0,0.0,0.5
1.0,0.0,1.0,0.27999999999999997,1.0,0.2,0.8,0.5,0.2,0.8,0.0,0.2,0.25,0.4,0.25,0.5,0.25,0.2,1.0,1.0,0.0
1.0,0.0,1.0,0.33421052631578946,0.6000000000000001,0.4,0.6000000000000001,0.5,1.0,0.6000000000000001,1.0,1.0,0.5,0.4,0.75,0.5,0.75,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.791578947368421,0.2,0.8,0.8,0.75,0.2,0.2,0.0,0.2,0.5,0.4,0.25,0.75,0.75,0.2,0.29166666666666663,0.0,0.25
0.0,0.0,1.0,0.5168421052631579,0.8,0.4,0.8,0.5,0.8,0.8,0.75,0.8,0.5,0.2,0.5,0.75,0.5,0.8,0.0,0.0,0.0
1.0,0.0,1.0,0.08947368421052632,0.6000000000000001,0.4,0.0,0.5,0.6000000000000001,0.0,1.0,0.6000000000000001,0.75,0.2,0.75,0.0,0.75,0.6000000000000001,0.125,0.0,0.0
1.0,0.0,0.0,0.13105263157894737,0.6000000000000001,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,1.0,0.75,0.0,0.5,0.6000000000000001,0.0,0.0,0.5
0.0,0.0,1.0,0.051578947368421044,1.0,0.2,1.0,0.25,0.6000000000000001,1.0,0.25,0.6000000000000001,0.5,0.8,0.0,0.25,0.5,0.6000000000000001,0.0,1.0,0.0
1.0,0.0,0.0,0.18,0.8,0.2,0.2,0.0,0.8,0.8,0.75,0.8,0.75,0.4,0.75,0.0,0.5,0.8,0.0,1.0,0.5
1.0,0.0,0.0,0.10684210526315789,0.8,1.0,1.0,1.0,0.8,0.8,0.75,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.25
0.0,0.0,0.0,0.32631578947368417,0.2,1.0,1.0,1.0,0.4,0.8,0.75,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.16666666666666666,0.0,0.75
0.0,1.0,0.0,0.14210526315789473,0.4,0.4,0.4,1.0,0.6000000000000001,0.4,0.5,0.6000000000000001,0.0,0.4,0.75,0.25,0.25,0.6000000000000001,0.0,0.0,0.25
0.0,0.0,1.0,0.791578947368421,0.8,0.6000000000000001,0.8,0.75,0.8,0.6000000000000001,0.5,0.2,0.75,0.4,0.5,0.5,0.5,0.6000000000000001,0.0,0.0,1.0
0.0,0.0,1.0,0.5447368421052632,0.4,0.8,0.4,0.5,1.0,0.4,1.0,1.0,0.5,0.4,1.0,0.5,0.75,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.17578947368421052,0.6000000000000001,0.8,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.4,0.25,0.6000000000000001,0.25,0.75,0.25,0.8,0.0,0.0,0.5
1.0,0.0,1.0,0.10263157894736842,0.0,1.0,0.0,0.5,0.2,0.0,0.0,0.2,0.75,0.6000000000000001,1.0,0.5,1.0,0.2,0.14583333333333331,1.0,0.25
1.0,0.0,1.0,0.19631578947368422,0.6000000000000001,0.8,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.25,0.6000000000000001,0.75,0.4,1.0,0.25,0.5,0.6000000000000001,0.0,0.0,0.5
0.0,1.0,0.0,0.23842105263157895,0.4,0.4,0.4,1.0,0.2,0.4,0.0,0.2,0.25,1.0,0.0,0.25,0.5,0.2,0.0,0.0,0.25
0.0,1.0,0.0,0.38368421052631574,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.75,1.0,0.6000000000000001,1.0,1.0,0.25,0.2,0.75,0.25,0.5,1.0,0.22916666666666666,0.0,0.25
0.0,0.0,1.0,0.791578947368421,0.6000000000000001,0.8,0.6000000000000001,0.5,0.4,0.6000000000000001,0.25,0.4,0.5,0.2,0.75,0.75,0.75,0.4,0.0,0.0,0.25
0.0,0.0,1.0,0.23578947368421052,0.4,1.0,0.6000000000000001,0.75,0.4,0.6000000000000001,0.25,0.2,0.0,0.6000000000000001,0.75,0.5,0.0,0.4,0.29166666666666663,0.0,0.5
0.0,0.0,0.0,0.06947368421052631,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,0.75,0.6000000000000001,1.0,1.0,0.0,0.8,0.6666666666666666,1.0,0.5
1.0,0.0,1.0,0.26052631578947366,0.4,1.0,0.4,0.5,0.8,0.4,0.75,0.8,1.0,1.0,1.0,0.5,1.0,0.8,0.0,0.0,0.25
0.0,0.0,1.0,0.07789473684210525,0.4,0.8,0.4,0.5,0.8,0.4,0.75,0.8,0.75,0.2,0.75,0.25,0.75,0.8,0.0,0.0,0.25
1.0,0.0,1.0,0.43684210526315786,0.6000000000000001,1.0,0.6000000000000001,0.75,1.0,0.6000000000000001,1.0,1.0,0.75,0.8,0.75,0.75,1.0,1.0,0.0,0.0,0.75
0.0,0.0,0.0,0.04947368421052631,0.8,0.8,0.8,0.75,0.6000000000000001,0.2,0.75,0.8,0.75,0.8,0.75,0.75,0.75,0.6000000000000001,1.0,1.0,0.5
0.0,0.0,1.0,0.8357894736842105,0.4,1.0,0.4,0.0,0.2,0.4,0.0,0.2,0.5,1.0,0.5,0.75,1.0,0.2,0.0,0.0,0.5
1.0,0.0,0.0,0.12473684210526316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.2,0.25,0.75,0.0,1.0,0.0625,1.0,0.75
1.0,0.0,0.0,0.08368421052631578,0.4,1.0,1.0,1.0,0.4,0.4,0.25,0.4,0.5,0.6000000000000001,0.0,0.75,0.0,0.4,0.0,1.0,0.5
0.0,0.0,0.0,0.3778947368421052,0.0,0.6000000000000001,0.0,0.0,0.8,0.0,0.75,0.8,0.25,0.8,0.75,0.75,0.75,0.8,0.0,1.0,0.25
1.0,0.0,1.0,0.27368421052631575,0.6000000000000001,0.2,0.8,0.5,0.4,0.8,0.25,0.4,0.0,0.2,0.75,0.0,0.75,0.4,0.3125,0.0,0.5
0.0,0.0,0.0,0.1436842105263158,0.4,0.2,0.2,0.0,1.0,0.4,0.5,0.6000000000000001,0.5,0.4,0.5,0.75,0.5,0.6000000000000001,0.0,0.0,0.75
1.0,0.0,0.0,0.039473684210526314,1.0,0.6000000000000001,0.6000000000000001,0.5,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,1.0,0.5,0.5,1.0,0.0,1.0,0.25
0.0,0.0,0.0,0.5173684210526316,0.6000000000000001,0.2,0.8,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.5,0.5,0.6000000000000001,0.47916666666666663,0.0,0.5
0.0,0.0,1.0,0.27052631578947367,0.2,0.4,0.2,0.5,0.6000000000000001,0.6000000000000001,0.5,0.2,0.0,0.2,0.0,0.5,0.0,0.2,0.7083333333333333,0.0,0.5
0.0,0.0,1.0,0.5173684210526316,0.6000000000000001,0.4,0.6000000000000001,0.75,0.6000000000000001,0.4,0.5,1.0,1.0,0.6000000000000001,0.5,0.25,1.0,0.2,0.0,0.0,0.75
1.0,0.0,0.0,0.43999999999999995,0.8,1.0,1.0,1.0,0.8,0.8,0.75,0.8,0.5,1.0,0.75,0.5,0.75,0.8,0.0,0.0,0.5
0.0,0.0,0.0,0.2552631578947368,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.8,0.75,0.6000000000000001,0.5,0.6000000000000001,0.5,0.0,0.5,0.8,0.3333333333333333,1.0,0.5
0.0,0.0,0.0,0.22,0.4,0.6000000000000001,0.6000000000000001,0.5,0.4,0.4,0.25,0.4,0.0,0.4,0.5,0.5,0.75,0.4,0.125,0.0,0.5
1.0,0.0,0.0,0.31631578947368416,0.2,0.4,0.4,0.25,0.2,0.2,0.0,0.2,0.75,0.8,0.5,0.0,0.75,0.2,0.125,0.0,0.0
1.0,0.0,0.0,0.5205263157894737,0.4,1.0,1.0,1.0,0.4,0.4,0.25,0.4,0.75,0.6000000000000001,0.75,0.25,0.5,0.4,0.0,0.0,0.5
0.0,0.0,1.0,0.8131578947368421,0.4,1.0,0.4,0.5,0.4,0.8,0.75,0.4,0.25,0.4,0.25,1.0,0.25,1.0,0.47916666666666663,0.0,1.0
0.0,0.0,1.0,0.039473684210526314,0.2,0.8,0.2,0.0,0.4,1.0,1.0,0.6000000000000001,0.5,0.2,0.0,1.0,0.5,0.6000000000000001,0.0,0.0,1.0
1.0,0.0,1.0,0.8905263157894737,1.0,0.8,1.0,0.5,0.8,1.0,0.75,0.8,0.5,1.0,0.75,1.0,0.75,0.8,0.0,1.0,0.0
1.0,0.0,1.0,0.15263157894736842,0.8,0.6000000000000001,0.8,0.5,1.0,0.8,0.75,1.0,0.0,0.6000000000000001,0.75,0.25,0.5,1.0,1.0,0.0,0.75
1.0,0.0,1.0,0.16631578947368422,0.6000000000000001,0.8,0.6000000000000001,0.25,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,1.0,0.6000000000000001,0.75,1.0,0.75,0.6000000000000001,0.0,0.0,0.75
1.0,0.0,0.0,0.3089473684210526,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,0.75,1.0,0.5,0.25,0.75,0.8,0.10416666666666666,0.0,0.25
1.0,0.0,1.0,0.7457894736842106,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,0.6000000000000001,0.75,0.8,0.0,0.8,0.5,0.0,0.75,0.8,0.0,0.0,0.5
1.0,0.0,1.0,0.2026315789473684,0.6000000000000001,0.8,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.75,1.0,0.0,0.0,1.0,0.6000000000000001,0.7291666666666666,0.0,0.5
1.0,1.0,0.0,0.04473684210526316,0.4,0.4,0.4,0.75,0.6000000000000001,0.4,0.5,0.6000000000000001,0.25,0.6000000000000001,0.75,0.25,0.5,0.6000000000000001,0.125,0.0,0.5
0.0,0.0,0.0,0.18263157894736842,0.8,0.8,0.8,0.75,0.8,0.8,1.0,0.8,0.0,0.2,0.75,0.0,0.5,0.8,0.0,1.0,0.25
